polarity,review_id,sentence_id,text,op_category,op_target,op_OTE_offset,tokens
negative,DBG#2,DBG#2:11,"My girlfriend, being slightly more aggressive, and having been equally disgusted causing her to throw out the remainder of her barely eaten meal, called back only to be informed that I was probably wrong and that it was most likely an oyster, and that we were also blacklisted from their restaurant.",SERVICE#GENERAL,NULL,"('0', '0')","['My', 'girlfriend', 'slightly', 'aggressive', 'equally', 'disgusted', 'causing', 'throw', 'remainder', 'barely', 'eaten', 'meal', 'called', 'back', 'informed', 'I', 'probably', 'wrong', 'likely', 'oyster', 'also', 'blacklisted', 'restaurant']"
negative,DBG#2,DBG#2:14,"It wasn't as if this restaurant had any major bragging points before hand, but now it's simply repulsive.",RESTAURANT#GENERAL,restaurant,"('21', '31')","['It', 'restaurant', 'major', 'bragging', 'points', 'hand', 'simply', 'repulsive']"
negative,DBG#2,DBG#2:15,Eat at your own risk.,FOOD#QUALITY,NULL,"('21', '31')","['Eat', 'risk']"
positive,CLF#7,CLF#7:0,Gorgeous place ideal for a romantic dinner,AMBIENCE#GENERAL,place,"('9', '14')","['Gorgeous', 'place', 'ideal', 'romantic', 'dinner']"
positive,CLF#7,CLF#7:0,Gorgeous place ideal for a romantic dinner,RESTAURANT#MISCELLANEOUS,place,"('9', '14')","['Gorgeous', 'place', 'ideal', 'romantic', 'dinner']"
positive,CLF#7,CLF#7:2,I book a gorgeous white organza tent which included a four course prix fix menu which we enjoyed a lot.,FOOD#QUALITY,four course prix fix menu,"('54', '79')","['I', 'book', 'gorgeous', 'white', 'organza', 'tent', 'included', 'four', 'course', 'prix', 'fix', 'menu', 'enjoyed', 'lot']"
positive,CLF#7,CLF#7:2,I book a gorgeous white organza tent which included a four course prix fix menu which we enjoyed a lot.,AMBIENCE#GENERAL,white organza tent,"('18', '36')","['I', 'book', 'gorgeous', 'white', 'organza', 'tent', 'included', 'four', 'course', 'prix', 'fix', 'menu', 'enjoyed', 'lot']"
positive,CLF#7,CLF#7:3,The service was spectacular as the waiter knew everything about the menu and his recommendations were amazing!,SERVICE#GENERAL,service,"('4', '11')","['The', 'service', 'spectacular', 'waiter', 'knew', 'everything', 'menu', 'recommendations', 'amazing']"
positive,CLF#7,CLF#7:3,The service was spectacular as the waiter knew everything about the menu and his recommendations were amazing!,SERVICE#GENERAL,waiter,"('35', '41')","['The', 'service', 'spectacular', 'waiter', 'knew', 'everything', 'menu', 'recommendations', 'amazing']"
positive,CLF#7,CLF#7:4,I completely recommend Casa La Femme for any special occasion and to REALLY impress your date.,RESTAURANT#MISCELLANEOUS,Casa La Femme,"('23', '36')","['I', 'completely', 'recommend', 'Casa', 'La', 'Femme', 'special', 'occasion', 'REALLY', 'impress', 'date']"
negative,DBG#7,DBG#7:0,More Williamsburg Garbage,RESTAURANT#GENERAL,NULL,"('0', '0')","['More', 'Williamsburg', 'Garbage']"
negative,DBG#7,DBG#7:3,The dishes came out around 5 minutes apart.,SERVICE#GENERAL,NULL,"('0', '0')","['The', 'dishes', 'came', 'around', '5', 'minutes', 'apart']"
neutral,DBG#7,DBG#7:4,"The bibimbap was average, but the stone bowl wasn't even close to sizzling.",FOOD#QUALITY,bibimbap,"('4', '12')","['The', 'bibimbap', 'average', 'stone', 'bowl', 'even', 'close', 'sizzling']"
negative,DBG#7,DBG#7:4,"The bibimbap was average, but the stone bowl wasn't even close to sizzling.",FOOD#STYLE_OPTIONS,stone bowl,"('34', '44')","['The', 'bibimbap', 'average', 'stone', 'bowl', 'even', 'close', 'sizzling']"
negative,DBG#7,DBG#7:5,Too bad I had paid an extra $2 for the stone bowl.,FOOD#PRICES,stone bowl,"('39', '49')","['Too', 'bad', 'I', 'paid', 'extra', '2', 'stone', 'bowl']"
negative,DBG#7,DBG#7:6,The nakgi-bokum was horrible.,FOOD#QUALITY,nakgi-bokum,"('4', '15')","['The', 'horrible']"
negative,DBG#7,DBG#7:7,Easily the worst stir-fried squid I've ever tasted.,FOOD#QUALITY,stir-fried squid,"('17', '33')","['Easily', 'worst', 'squid', 'ever', 'tasted']"
negative,DBG#7,DBG#7:8,The sauce tasted more like Chinese fast food than decent Korean.,FOOD#QUALITY,sauce,"('4', '9')","['The', 'sauce', 'tasted', 'like', 'Chinese', 'fast', 'food', 'decent', 'Korean']"
neutral,DBG#7,DBG#7:9,"The side dishes were passable, and I did get a refill upon request.",FOOD#QUALITY,side dishes,"('4', '15')","['The', 'side', 'dishes', 'passable', 'I', 'get', 'refill', 'upon', 'request']"
neutral,DBG#7,DBG#7:9,"The side dishes were passable, and I did get a refill upon request.",FOOD#STYLE_OPTIONS,side dishes,"('4', '15')","['The', 'side', 'dishes', 'passable', 'I', 'get', 'refill', 'upon', 'request']"
negative,DBG#7,DBG#7:10,The real problem I had with this place was the complete lack of service.,SERVICE#GENERAL,service,"('64', '71')","['The', 'real', 'problem', 'I', 'place', 'complete', 'lack', 'service']"
negative,DBG#7,DBG#7:12,She just nodded and walked off.,SERVICE#GENERAL,NULL,"('0', '0')","['She', 'nodded', 'walked']"
negative,DBG#7,DBG#7:14,"As to my comment about the food, no apology or acknowledgment was made.",SERVICE#GENERAL,NULL,"('0', '0')","['As', 'comment', 'food', 'apology', 'acknowledgment', 'made']"
negative,DBG#7,DBG#7:15,My wife had barely touched that mess of a dish.,FOOD#QUALITY,dish,"('42', '46')","['My', 'wife', 'barely', 'touched', 'mess', 'dish']"
negative,DBG#7,DBG#7:16,We were charged full price.,SERVICE#GENERAL,NULL,"('0', '0')","['We', 'charged', 'full', 'price']"
positive,ADLT#9,ADLT#9:0,Lives up to the hype,RESTAURANT#GENERAL,NULL,"('0', '0')","['Lives', 'hype']"
neutral,ADLT#9,ADLT#9:2,We've tried before but it always packed and doesn't take reservations.,RESTAURANT#MISCELLANEOUS,NULL,"('0', '0')","['tried', 'always', 'packed', 'take', 'reservations']"
positive,ADLT#9,ADLT#9:3,It was well worth the wait.,RESTAURANT#GENERAL,NULL,"('0', '0')","['It', 'well', 'worth', 'wait']"
positive,ADLT#9,ADLT#9:4,The wife had the risotto which was amazing.,FOOD#QUALITY,risotto,"('17', '24')","['The', 'wife', 'risotto', 'amazing']"
negative,ADLT#9,ADLT#9:5,"It doesn't look appetizing as it's covered in squid ink and it turns your lips and teeth black, but the taste was phenomenal.",FOOD#STYLE_OPTIONS,NULL,"('0', '0')","['It', 'look', 'appetizing', 'covered', 'squid', 'ink', 'turns', 'lips', 'teeth', 'black', 'taste', 'phenomenal']"
positive,ADLT#9,ADLT#9:5,"It doesn't look appetizing as it's covered in squid ink and it turns your lips and teeth black, but the taste was phenomenal.",FOOD#QUALITY,NULL,"('0', '0')","['It', 'look', 'appetizing', 'covered', 'squid', 'ink', 'turns', 'lips', 'teeth', 'black', 'taste', 'phenomenal']"
positive,ADLT#9,ADLT#9:6,The farro salad and the mashed yukon potatoes were also extremely tasty.,FOOD#QUALITY,farro salad,"('4', '15')","['The', 'farro', 'salad', 'mashed', 'yukon', 'potatoes', 'also', 'extremely', 'tasty']"
positive,ADLT#9,ADLT#9:6,The farro salad and the mashed yukon potatoes were also extremely tasty.,FOOD#QUALITY,mashed yukon potatoes,"('24', '45')","['The', 'farro', 'salad', 'mashed', 'yukon', 'potatoes', 'also', 'extremely', 'tasty']"
positive,EVPK#4,EVPK#4:0,i love margherita pizza – i looove east village pizza,RESTAURANT#GENERAL,east village pizza,"('35', '53')","['love', 'margherita', 'pizza', 'looove', 'east', 'village', 'pizza']"
positive,EVPK#4,EVPK#4:0,i love margherita pizza – i looove east village pizza,FOOD#QUALITY,margherita pizza,"('7', '23')","['love', 'margherita', 'pizza', 'looove', 'east', 'village', 'pizza']"
positive,EVPK#4,EVPK#4:1,"Love this place, every time we are in the city this is one of the places we always go.",RESTAURANT#GENERAL,place,"('10', '15')","['Love', 'place', 'every', 'time', 'city', 'one', 'places', 'always', 'go']"
neutral,EVPK#4,EVPK#4:2,A quintessential slice of NYC pizza.,FOOD#QUALITY,slice of NYC pizza,"('17', '35')","['A', 'quintessential', 'slice', 'NYC', 'pizza']"
positive,EVPK#4,EVPK#4:3,"The crust has a great bite and a good chew, the sauce is light with a nice acidity to it, the salt from the cheese is great, really heightens the flavor of all the other components.",FOOD#QUALITY,crust,"('4', '9')","['The', 'crust', 'great', 'bite', 'good', 'chew', 'sauce', 'light', 'nice', 'acidity', 'salt', 'cheese', 'great', 'really', 'heightens', 'flavor', 'components']"
positive,EVPK#4,EVPK#4:3,"The crust has a great bite and a good chew, the sauce is light with a nice acidity to it, the salt from the cheese is great, really heightens the flavor of all the other components.",FOOD#QUALITY,sauce,"('48', '53')","['The', 'crust', 'great', 'bite', 'good', 'chew', 'sauce', 'light', 'nice', 'acidity', 'salt', 'cheese', 'great', 'really', 'heightens', 'flavor', 'components']"
positive,EVPK#4,EVPK#4:3,"The crust has a great bite and a good chew, the sauce is light with a nice acidity to it, the salt from the cheese is great, really heightens the flavor of all the other components.",FOOD#QUALITY,cheese,"('108', '114')","['The', 'crust', 'great', 'bite', 'good', 'chew', 'sauce', 'light', 'nice', 'acidity', 'salt', 'cheese', 'great', 'really', 'heightens', 'flavor', 'components']"
positive,EVPK#4,EVPK#4:4,"Personally I like the margherita pizza better, but they are all good.",FOOD#QUALITY,margherita pizza,"('22', '38')","['Personally', 'I', 'like', 'margherita', 'pizza', 'better', 'good']"
positive,EVPK#4,EVPK#4:4,"Personally I like the margherita pizza better, but they are all good.",FOOD#QUALITY,NULL,"('0', '0')","['Personally', 'I', 'like', 'margherita', 'pizza', 'better', 'good']"
positive,Z#6,Z#6:0,Possibly the Most Romantic Restaurant in the City,AMBIENCE#GENERAL,Restaurant,"('27', '37')","['Possibly', 'Most', 'Romantic', 'Restaurant', 'City']"
positive,Z#6,Z#6:1,"This is undoubtedly my favorite modern Japanese brasserie (that don’t serve sushi), and in my opinion, one of the most romantic restaurants in the city!",RESTAURANT#GENERAL,modern Japanese brasserie,"('32', '57')","['This', 'undoubtedly', 'favorite', 'modern', 'Japanese', 'brasserie', 'serve', 'sushi', 'opinion', 'one', 'romantic', 'restaurants', 'city']"
positive,Z#6,Z#6:1,"This is undoubtedly my favorite modern Japanese brasserie (that don’t serve sushi), and in my opinion, one of the most romantic restaurants in the city!",AMBIENCE#GENERAL,modern Japanese brasserie,"('32', '57')","['This', 'undoubtedly', 'favorite', 'modern', 'Japanese', 'brasserie', 'serve', 'sushi', 'opinion', 'one', 'romantic', 'restaurants', 'city']"
neutral,Z#6,Z#6:2,"Not only is it an adventure getting to this somewhat hidden spot, once you enter the unmarked wooden doors, the zen and intimate décor will make you feel like you’re no longer in the city.",LOCATION#GENERAL,spot,"('60', '64')","['Not', 'adventure', 'getting', 'somewhat', 'hidden', 'spot', 'enter', 'unmarked', 'wooden', 'doors', 'zen', 'intimate', 'décor', 'make', 'feel', 'like', 'longer', 'city']"
positive,Z#6,Z#6:2,"Not only is it an adventure getting to this somewhat hidden spot, once you enter the unmarked wooden doors, the zen and intimate décor will make you feel like you’re no longer in the city.",AMBIENCE#GENERAL,unmarked wooden doors,"('85', '106')","['Not', 'adventure', 'getting', 'somewhat', 'hidden', 'spot', 'enter', 'unmarked', 'wooden', 'doors', 'zen', 'intimate', 'décor', 'make', 'feel', 'like', 'longer', 'city']"
positive,Z#6,Z#6:2,"Not only is it an adventure getting to this somewhat hidden spot, once you enter the unmarked wooden doors, the zen and intimate décor will make you feel like you’re no longer in the city.",AMBIENCE#GENERAL,décor,"('129', '134')","['Not', 'adventure', 'getting', 'somewhat', 'hidden', 'spot', 'enter', 'unmarked', 'wooden', 'doors', 'zen', 'intimate', 'décor', 'make', 'feel', 'like', 'longer', 'city']"
positive,Z#6,Z#6:3,"If you’re planning to come here, make sure that your date is someone whom you really like since you’ll be ushered to private booths where there will be no people or food watching (choose the ones on the ground level that have glass ceilings so you may see the stars in the sky!).",AMBIENCE#GENERAL,private booths,"('117', '131')","['If', 'planning', 'come', 'make', 'sure', 'date', 'someone', 'really', 'like', 'since', 'ushered', 'private', 'booths', 'people', 'food', 'watching', 'choose', 'ones', 'ground', 'level', 'glass', 'ceilings', 'may', 'see', 'stars', 'sky']"
positive,Z#6,Z#6:3,"If you’re planning to come here, make sure that your date is someone whom you really like since you’ll be ushered to private booths where there will be no people or food watching (choose the ones on the ground level that have glass ceilings so you may see the stars in the sky!).",AMBIENCE#GENERAL,glass ceilings,"('226', '240')","['If', 'planning', 'come', 'make', 'sure', 'date', 'someone', 'really', 'like', 'since', 'ushered', 'private', 'booths', 'people', 'food', 'watching', 'choose', 'ones', 'ground', 'level', 'glass', 'ceilings', 'may', 'see', 'stars', 'sky']"
positive,Z#6,Z#6:4,It’s just you and your date and an occasional cute ‘excuse me’ before the waiter opens the little curtain to your booth!,AMBIENCE#GENERAL,NULL,"('0', '0')","['It', 'date', 'occasional', 'cute', 'excuse', 'waiter', 'opens', 'little', 'curtain', 'booth']"
positive,Z#6,Z#6:4,It’s just you and your date and an occasional cute ‘excuse me’ before the waiter opens the little curtain to your booth!,SERVICE#GENERAL,waiter,"('74', '80')","['It', 'date', 'occasional', 'cute', 'excuse', 'waiter', 'opens', 'little', 'curtain', 'booth']"
positive,Z#6,Z#6:5,"My party had the BBE $29 fixe prix menu, which was such a wonderful deal since it also came with a flight of sake!",FOOD#PRICES,BBE $29 fixe prix menu,"('17', '39')","['My', 'party', 'BBE', '29', 'fixe', 'prix', 'menu', 'wonderful', 'deal', 'since', 'also', 'came', 'flight', 'sake']"
positive,Z#6,Z#6:5,"My party had the BBE $29 fixe prix menu, which was such a wonderful deal since it also came with a flight of sake!",FOOD#STYLE_OPTIONS,BBE $29 fixe prix menu,"('17', '39')","['My', 'party', 'BBE', '29', 'fixe', 'prix', 'menu', 'wonderful', 'deal', 'since', 'also', 'came', 'flight', 'sake']"
positive,Z#6,Z#6:7,We started off with a delightful sashimi amuse bouche.,FOOD#QUALITY,sashimi amuse bouche,"('33', '53')","['We', 'started', 'delightful', 'sashimi', 'amuse', 'bouche']"
positive,Z#6,Z#6:9,"I picked the Grilled Black Cod as my entree, which I absolutely devoured while someone commented that the Grilled Salmon dish was better.",FOOD#QUALITY,Grilled Black Cod,"('13', '30')","['I', 'picked', 'Grilled', 'Black', 'Cod', 'entree', 'I', 'absolutely', 'devoured', 'someone', 'commented', 'Grilled', 'Salmon', 'dish', 'better']"
positive,Z#6,Z#6:9,"I picked the Grilled Black Cod as my entree, which I absolutely devoured while someone commented that the Grilled Salmon dish was better.",FOOD#QUALITY,Grilled Salmon dish,"('106', '125')","['I', 'picked', 'Grilled', 'Black', 'Cod', 'entree', 'I', 'absolutely', 'devoured', 'someone', 'commented', 'Grilled', 'Salmon', 'dish', 'better']"
positive,Z#6,Z#6:11,The sake’s complimented the courses very well and is successfully easing me into the sake world.,DRINKS#QUALITY,sake’s,"('4', '10')","['The', 'sake', 'complimented', 'courses', 'well', 'successfully', 'easing', 'sake', 'world']"
neutral,Z#6,Z#6:12,"For desserts, we tried the frozen black sesame mousse (interesting but not extraordinary) and matcha (powdered green tea) and blueberry cheesecake, which was phenomenal.",FOOD#QUALITY,frozen black sesame mousse,"('27', '53')","['For', 'desserts', 'tried', 'frozen', 'black', 'sesame', 'mousse', 'interesting', 'extraordinary', 'matcha', 'powdered', 'green', 'tea', 'blueberry', 'cheesecake', 'phenomenal']"
positive,Z#6,Z#6:12,"For desserts, we tried the frozen black sesame mousse (interesting but not extraordinary) and matcha (powdered green tea) and blueberry cheesecake, which was phenomenal.",FOOD#QUALITY,matcha (powdered green tea) and blueberry cheesecake,"('94', '146')","['For', 'desserts', 'tried', 'frozen', 'black', 'sesame', 'mousse', 'interesting', 'extraordinary', 'matcha', 'powdered', 'green', 'tea', 'blueberry', 'cheesecake', 'phenomenal']"
positive,Z#6,Z#6:13,"Maybe it was the great company (I had friends visiting from Philly – yes, it was not a date this time) or the super reasonable price point, but I just can’t say enough good things about this brasserie.",RESTAURANT#GENERAL,brasserie,"('191', '200')","['Maybe', 'great', 'company', 'I', 'friends', 'visiting', 'Philly', 'yes', 'date', 'time', 'super', 'reasonable', 'price', 'point', 'I', 'say', 'enough', 'good', 'things', 'brasserie']"
positive,Z#6,Z#6:13,"Maybe it was the great company (I had friends visiting from Philly – yes, it was not a date this time) or the super reasonable price point, but I just can’t say enough good things about this brasserie.",RESTAURANT#PRICES,brasserie,"('191', '200')","['Maybe', 'great', 'company', 'I', 'friends', 'visiting', 'Philly', 'yes', 'date', 'time', 'super', 'reasonable', 'price', 'point', 'I', 'say', 'enough', 'good', 'things', 'brasserie']"
positive,Z#6,Z#6:14,"I don’t usually visit the same establishment more than once, what more twice, but I’ll come to Zenkichi anytime for a quiet, unhurried and memorable dinner.",RESTAURANT#GENERAL,Zenkichi,"('95', '103')","['I', 'usually', 'visit', 'establishment', 'twice', 'I', 'come', 'Zenkichi', 'anytime', 'quiet', 'unhurried', 'memorable', 'dinner']"
positive,Z#6,Z#6:14,"I don’t usually visit the same establishment more than once, what more twice, but I’ll come to Zenkichi anytime for a quiet, unhurried and memorable dinner.",AMBIENCE#GENERAL,Zenkichi,"('95', '103')","['I', 'usually', 'visit', 'establishment', 'twice', 'I', 'come', 'Zenkichi', 'anytime', 'quiet', 'unhurried', 'memorable', 'dinner']"
negative,CLF#6,CLF#6:0,Terrible would be a compliment!,RESTAURANT#GENERAL,NULL,"('0', '0')","['Terrible', 'would', 'compliment']"
negative,CLF#6,CLF#6:1,"The service leaves much to be desired, from feeling like you are rushed the place your order, to being ignored the rest of the night.",SERVICE#GENERAL,service,"('4', '11')","['The', 'service', 'leaves', 'much', 'desired', 'feeling', 'like', 'rushed', 'place', 'order', 'ignored', 'rest', 'night']"
negative,CLF#6,CLF#6:3,We paid a fixed pricce but got nothing!!,SERVICE#GENERAL,NULL,"('0', '0')","['We', 'paid', 'fixed', 'pricce', 'got', 'nothing']"
negative,CLF#6,CLF#6:4,We never ate because by close to 2 in the monring we were not served and were too upset ad tired to start eating.,SERVICE#GENERAL,NULL,"('0', '0')","['We', 'never', 'ate', 'close', '2', 'monring', 'served', 'upset', 'ad', 'tired', 'start', 'eating']"
negative,CLF#6,CLF#6:5,"They are extremely rude, not even apologizing for the horrible service we got and handing us a bill well over $500 for some drinks adn their pita bread!",SERVICE#GENERAL,service,"('63', '70')","['They', 'extremely', 'rude', 'even', 'apologizing', 'horrible', 'service', 'got', 'handing', 'us', 'bill', 'well', '500', 'drinks', 'adn', 'pita', 'bread']"
negative,CLF#6,CLF#6:5,"They are extremely rude, not even apologizing for the horrible service we got and handing us a bill well over $500 for some drinks adn their pita bread!",DRINKS#PRICES,drinks,"('124', '130')","['They', 'extremely', 'rude', 'even', 'apologizing', 'horrible', 'service', 'got', 'handing', 'us', 'bill', 'well', '500', 'drinks', 'adn', 'pita', 'bread']"
negative,CLF#6,CLF#6:5,"They are extremely rude, not even apologizing for the horrible service we got and handing us a bill well over $500 for some drinks adn their pita bread!",FOOD#PRICES,pita bread,"('141', '151')","['They', 'extremely', 'rude', 'even', 'apologizing', 'horrible', 'service', 'got', 'handing', 'us', 'bill', 'well', '500', 'drinks', 'adn', 'pita', 'bread']"
negative,CLF#6,CLF#6:5,"They are extremely rude, not even apologizing for the horrible service we got and handing us a bill well over $500 for some drinks adn their pita bread!",SERVICE#GENERAL,NULL,"('0', '0')","['They', 'extremely', 'rude', 'even', 'apologizing', 'horrible', 'service', 'got', 'handing', 'us', 'bill', 'well', '500', 'drinks', 'adn', 'pita', 'bread']"
negative,CLF#6,CLF#6:6,Stay away,RESTAURANT#GENERAL,NULL,"('0', '0')","['Stay', 'away']"
positive,DBG#6,DBG#6:0,Great Shabu Shabu,FOOD#QUALITY,Shabu Shabu,"('6', '17')","['Great', 'Shabu', 'Shabu']"
positive,DBG#6,DBG#6:2,I love it.,RESTAURANT#GENERAL,NULL,"('0', '0')","['I', 'love']"
neutral,DBG#6,DBG#6:4,I tried a couple other dishes but wasn't too impressed.,FOOD#QUALITY,dishes,"('23', '29')","['I', 'tried', 'couple', 'dishes', 'impressed']"
positive,DBG#6,DBG#6:5,"But for the Shabu Shabu, you won't find much better in NY.",FOOD#QUALITY,Shabu Shabu,"('12', '23')","['But', 'Shabu', 'Shabu', 'find', 'much', 'better', 'NY']"
positive,DBG#6,DBG#6:7,"The meat is fresh, the sauces are great, you get kimchi and a salad free with your meal and service is good too.",FOOD#QUALITY,meat,"('4', '8')","['The', 'meat', 'fresh', 'sauces', 'great', 'get', 'kimchi', 'salad', 'free', 'meal', 'service', 'good']"
positive,DBG#6,DBG#6:7,"The meat is fresh, the sauces are great, you get kimchi and a salad free with your meal and service is good too.",FOOD#QUALITY,sauces,"('23', '29')","['The', 'meat', 'fresh', 'sauces', 'great', 'get', 'kimchi', 'salad', 'free', 'meal', 'service', 'good']"
positive,DBG#6,DBG#6:7,"The meat is fresh, the sauces are great, you get kimchi and a salad free with your meal and service is good too.",SERVICE#GENERAL,service,"('92', '99')","['The', 'meat', 'fresh', 'sauces', 'great', 'get', 'kimchi', 'salad', 'free', 'meal', 'service', 'good']"
positive,DBG#6,DBG#6:7,"The meat is fresh, the sauces are great, you get kimchi and a salad free with your meal and service is good too.",FOOD#STYLE_OPTIONS,meal,"('83', '87')","['The', 'meat', 'fresh', 'sauces', 'great', 'get', 'kimchi', 'salad', 'free', 'meal', 'service', 'good']"
positive,DBG#6,DBG#6:7,"The meat is fresh, the sauces are great, you get kimchi and a salad free with your meal and service is good too.",FOOD#PRICES,kimchi,"('49', '55')","['The', 'meat', 'fresh', 'sauces', 'great', 'get', 'kimchi', 'salad', 'free', 'meal', 'service', 'good']"
positive,DBG#6,DBG#6:7,"The meat is fresh, the sauces are great, you get kimchi and a salad free with your meal and service is good too.",FOOD#PRICES,salad,"('62', '67')","['The', 'meat', 'fresh', 'sauces', 'great', 'get', 'kimchi', 'salad', 'free', 'meal', 'service', 'good']"
positive,DBG#1,DBG#1:0,Dokebi gives Williamsburg the right one-two punch of classic Korean food and fusion twists like pork belly tacos.,FOOD#QUALITY,Korean food,"('61', '72')","['Dokebi', 'gives', 'Williamsburg', 'right', 'punch', 'classic', 'Korean', 'food', 'fusion', 'twists', 'like', 'pork', 'belly', 'tacos']"
positive,DBG#1,DBG#1:0,Dokebi gives Williamsburg the right one-two punch of classic Korean food and fusion twists like pork belly tacos.,FOOD#QUALITY,fusion twists,"('77', '90')","['Dokebi', 'gives', 'Williamsburg', 'right', 'punch', 'classic', 'Korean', 'food', 'fusion', 'twists', 'like', 'pork', 'belly', 'tacos']"
positive,DBG#1,DBG#1:0,Dokebi gives Williamsburg the right one-two punch of classic Korean food and fusion twists like pork belly tacos.,FOOD#QUALITY,pork belly tacos,"('96', '112')","['Dokebi', 'gives', 'Williamsburg', 'right', 'punch', 'classic', 'Korean', 'food', 'fusion', 'twists', 'like', 'pork', 'belly', 'tacos']"
positive,BHD#1,BHD#1:0,"The hot dogs are good, yes, but the reason to get over here is the fantastic pork croquette sandwich, perfect on its supermarket squishy bun.",FOOD#QUALITY,hot dogs,"('4', '12')","['The', 'hot', 'dogs', 'good', 'yes', 'reason', 'get', 'fantastic', 'pork', 'croquette', 'sandwich', 'perfect', 'supermarket', 'squishy', 'bun']"
positive,BHD#1,BHD#1:0,"The hot dogs are good, yes, but the reason to get over here is the fantastic pork croquette sandwich, perfect on its supermarket squishy bun.",FOOD#QUALITY,pork croquette sandwich,"('77', '100')","['The', 'hot', 'dogs', 'good', 'yes', 'reason', 'get', 'fantastic', 'pork', 'croquette', 'sandwich', 'perfect', 'supermarket', 'squishy', 'bun']"
positive,BHD#1,BHD#1:0,"The hot dogs are good, yes, but the reason to get over here is the fantastic pork croquette sandwich, perfect on its supermarket squishy bun.",FOOD#QUALITY,bun,"('137', '140')","['The', 'hot', 'dogs', 'good', 'yes', 'reason', 'get', 'fantastic', 'pork', 'croquette', 'sandwich', 'perfect', 'supermarket', 'squishy', 'bun']"
neutral,TR#5,TR#5:0,Restaurant with a view,LOCATION#GENERAL,view,"('18', '22')","['Restaurant', 'view']"
positive,TR#5,TR#5:2,The food tasted very good.,FOOD#QUALITY,food,"('4', '8')","['The', 'food', 'tasted', 'good']"
positive,TR#5,TR#5:3,The family seafood entree was very good.,FOOD#QUALITY,family seafood entree,"('4', '25')","['The', 'family', 'seafood', 'entree', 'good']"
positive,TR#5,TR#5:4,The main entree was also very good.,FOOD#QUALITY,main entree,"('4', '15')","['The', 'main', 'entree', 'also', 'good']"
positive,TR#5,TR#5:6,"Price is high but the food is good, so I would come back again.",FOOD#QUALITY,food,"('22', '26')","['Price', 'high', 'food', 'good', 'I', 'would', 'come', 'back']"
negative,TR#5,TR#5:6,"Price is high but the food is good, so I would come back again.",FOOD#PRICES,food,"('22', '26')","['Price', 'high', 'food', 'good', 'I', 'would', 'come', 'back']"
positive,TR#5,TR#5:6,"Price is high but the food is good, so I would come back again.",RESTAURANT#GENERAL,NULL,"('0', '0')","['Price', 'high', 'food', 'good', 'I', 'would', 'come', 'back']"
negative,Z#7,Z#7:0,This place doesn't make any sense,RESTAURANT#GENERAL,place,"('5', '10')","['This', 'place', 'make', 'sense']"
negative,Z#7,Z#7:1,Just want to warn you all - don't waste your time and money.,RESTAURANT#GENERAL,NULL,"('0', '0')","['Just', 'want', 'warn', 'waste', 'time', 'money']"
negative,Z#7,Z#7:2,"This place has totally weird decor, stairs going up with mirrored walls - I am surprised how no one yet broke their head or fall off the stairs - mirrored walls make you dizzy and delusional...",AMBIENCE#GENERAL,decor,"('29', '34')","['This', 'place', 'totally', 'weird', 'decor', 'stairs', 'going', 'mirrored', 'walls', 'I', 'surprised', 'one', 'yet', 'broke', 'head', 'fall', 'stairs', 'mirrored', 'walls', 'make', 'dizzy', 'delusional']"
negative,Z#7,Z#7:2,"This place has totally weird decor, stairs going up with mirrored walls - I am surprised how no one yet broke their head or fall off the stairs - mirrored walls make you dizzy and delusional...",AMBIENCE#GENERAL,mirrored walls,"('57', '71')","['This', 'place', 'totally', 'weird', 'decor', 'stairs', 'going', 'mirrored', 'walls', 'I', 'surprised', 'one', 'yet', 'broke', 'head', 'fall', 'stairs', 'mirrored', 'walls', 'make', 'dizzy', 'delusional']"
negative,Z#7,Z#7:3,This place is not inviting and the food is totally weird.,AMBIENCE#GENERAL,place,"('5', '10')","['This', 'place', 'inviting', 'food', 'totally', 'weird']"
negative,Z#7,Z#7:3,This place is not inviting and the food is totally weird.,FOOD#QUALITY,food,"('35', '39')","['This', 'place', 'inviting', 'food', 'totally', 'weird']"
negative,Z#7,Z#7:4,The concept of japanese tapas is newly created and clearly doesn't work.,FOOD#STYLE_OPTIONS,japanese tapas,"('15', '29')","['The', 'concept', 'japanese', 'tapas', 'newly', 'created', 'clearly', 'work']"
negative,Z#7,Z#7:5,"The food they serve is not comforting, not appetizing and uncooked.",FOOD#QUALITY,food,"('4', '8')","['The', 'food', 'serve', 'comforting', 'appetizing', 'uncooked']"
positive,Z#10,Z#10:0,Good Food,FOOD#QUALITY,Food,"('5', '9')","['Good', 'Food']"
positive,Z#10,Z#10:2,"The food was great and tasty, but the sitting space was too small, I don't like being cramp in a corner.",FOOD#QUALITY,food,"('4', '8')","['The', 'food', 'great', 'tasty', 'sitting', 'space', 'small', 'I', 'like', 'cramp', 'corner']"
negative,Z#10,Z#10:2,"The food was great and tasty, but the sitting space was too small, I don't like being cramp in a corner.",AMBIENCE#GENERAL,sitting space,"('38', '51')","['The', 'food', 'great', 'tasty', 'sitting', 'space', 'small', 'I', 'like', 'cramp', 'corner']"
positive,Z#10,Z#10:3,Over all it was a very nice romantic place .,RESTAURANT#GENERAL,place,"('37', '42')","['Over', 'nice', 'romantic', 'place']"
